userName,score,content,content_clean,at,thumbsUpCount,content_normalized,content_clean_final
FaizZ,5,No comment👍,no comment👍,2025-10-13 13:17:28,0,no comment👍,comment👍
Nur Anita,5,mantap membantu dalam semua hall aku sukaax🤩,mantap membantu dalam semua hall aku sukaax🤩,2025-10-13 13:16:48,0,mantap membantu dalam semua hall aku sukaax🤩,mantap membantu hall sukaax🤩
Reny Triana,2,keluar huruf china gt ya kalo di tanya soal mtk,keluar huruf china gt ya kalo di tanya soal mtk,2025-10-13 13:15:55,0,keluar huruf china gt ya kalo di tanya soal mtk,huruf china kalo mtk
Endang Nasrudin,5,sangat membatu,sangat membatu,2025-10-13 13:13:25,0,sangat membatu,membatu
Yasmin Kumalahayati,5,🫰🫰,🫰🫰,2025-10-13 13:12:56,0,🫰🫰,
Faiz Alfarizi,5,"ChatGPT has been really helpful in improving my hard skills, and the explanations are clear and easy to follow. However, I’m having trouble accessing archived chats — I can’t find any option to open them. It would also be great to have a feature to hide or lock certain chats. Thank you!","chatgpt has been really helpful in improving my hard skills, and the explanations are clear and easy to follow. however, i’m having trouble accessing archived chats — i can’t find any option to open them. it would also be great to have a feature to hide or lock certain chats. thank you!",2025-10-13 13:11:28,0,"chatgpt has been really helpful in improving my hard skills, and the explanations are clear and easy to follow. however, i’m having trouble accessing archived chats — i can’t find any option to open them. it would also be great to have a feature to hide or lock certain chats. thank you!",chatgpt has been really helpful improving hard skills and the explanations are clear and easy follow however having trouble accessing archived chats can find any option open them would also great have feature hide lock certain chats thank you
Naila Lmj,5,seruuu,seruuu,2025-10-13 13:10:27,0,seruuu,seruuu
Anandasetya ratri,1,pokoknya pembahasan kemana mana jelek,pokoknya pembahasan kemana mana jelek,2025-10-13 13:10:02,0,pokoknya pembahasan kemana mana jelek,pokoknya pembahasan kemana jelek
Oeoangi Dimata,3,saya jadi uninstall apk gpt ini karena setelah gpt vers 5 jadi kaku dan kadang bug saya ingin seperti vers o4 saja yang dulu itu lebih baik bagus. kalo udah berubah nanti di install lagi,saya jadi uninstall apk gpt ini karena setelah gpt vers 5 jadi kaku dan kadang bug saya ingin seperti vers o4 saja yang dulu itu lebih baik bagus. kalo udah berubah nanti di install lagi,2025-10-13 13:09:43,2,saya jadi uninstall apk gpt ini karena setelah gpt vers 5 jadi kaku dan kadang bug saya ingin seperti vers o4 saja yang dulu itu lebih baik bagus. kalo sudah berubah nanti di install lagi,uninstall apk gpt gpt vers kaku kadang bug vers bagus kalo berubah install
binar binar,5,"suka bgt pake ai ini🤗😚 jawabannya ga kaku dan membantu bangett, ga lama lagi jawabnya langsung gitu, ga kaya Cici ai banyak bgt jawaban yang salah, pake chat GPT lebih bener jawabannya, semenjak pake ini nilai ku makin baguss💕💕 makasih buat yang ciptain chat GPT🤗😚🫰🫰🥰","suka bgt pake ai ini🤗😚 jawabannya ga kaku dan membantu bangett, ga lama lagi jawabnya langsung gitu, ga kaya cici ai banyak bgt jawaban yang salah, pake chat gpt lebih bener jawabannya, semenjak pake ini nilai ku makin baguss💕💕 makasih buat yang ciptain chat gpt🤗😚🫰🫰🥰",2025-10-13 13:05:04,0,"suka banget pake ai ini🤗😚 jawabannya tidak kaku dan membantu bangett, tidak lama lagi jawabnya langsung gitu, tidak kaya cici ai banyak banget jawaban yang salah, pake chat gpt lebih bener jawabannya, semenjak pake ini nilai ku makin baguss💕💕 makasih buat yang ciptain chat gpt🤗😚🫰🫰🥰",suka banget pake ini🤗😚 jawabannya kaku membantu bangett langsung gitu kaya cici banget salah pake chat gpt bener jawabannya semenjak pake nilai baguss💕💕 makasih ciptain chat gpt🤗😚🫰🫰🥰
Ibrahim Suhaemi,5,berguna dalam menambah wawasan kita,berguna dalam menambah wawasan kita,2025-10-13 13:04:35,0,berguna dalam menambah wawasan kita,berguna menambah wawasan
dhoo ajalah,5,mantap pokok. nya,mantap pokok. nya,2025-10-13 13:01:38,0,mantap pokok. nya,mantap pokok nya
Widya windayani Gustiawan,5,bisa bikin foto keren,bisa bikin foto keren,2025-10-13 13:00:33,0,bisa membuat foto keren,foto keren
Wyntreux,1,"Ai ini sering bermasalah di Jawaban,Foto, dan Tulisan. saya sudah sering memakai Ai ini tapi sering jawabannya salah.","ai ini sering bermasalah di jawaban,foto, dan tulisan. saya sudah sering memakai ai ini tapi sering jawabannya salah.",2025-10-13 13:00:07,1,"ai ini sering bermasalah di jawaban,foto, dan tulisan. saya sudah sering memakai ai ini tapi sering jawabannya salah.",bermasalah jawabanfoto tulisan memakai jawabannya salah
Muhammad Rizki Alfattah,1,proses generat lama sampai berjam jam ujung ujung nya minta kirim ulang gambar dan terlalu banyak basa basi,proses generat lama sampai berjam jam ujung ujung nya minta kirim ulang gambar dan terlalu banyak basa basi,2025-10-13 12:55:05,0,proses generat lama sampai berjam jam ujung ujung nya minta kirim ulang gambar dan terlalu banyak basa basi,proses generat berjam jam ujung ujung nya kirim ulang gambar basa basi
Ahmad Revan,5,akurat,akurat,2025-10-13 12:53:19,0,akurat,akurat
Emi Lia,2,lain yang diminta lain yang dibuat,lain yang diminta lain yang dibuat,2025-10-13 12:52:26,0,lain yang diminta lain yang dibuat,
Lauren Laurenca,5,*beuh ni apk membantu bgttt pas orak lagi pusing²nya ni apk siap bantu walau kadang rada eror tapi chat gpt punya ku asik bisa bahasa gaul jadi ngomong sama AI setara ngomong ama orang lain atau temen pokok nya berguna sekali deh ni apk*,*beuh ni apk membantu bgttt pas orak lagi pusing²nya ni apk siap bantu walau kadang rada eror tapi chat gpt punya ku asik bisa bahasa gaul jadi ngomong sama ai setara ngomong ama orang lain atau temen pokok nya berguna sekali deh ni apk*,2025-10-13 12:49:26,0,*beuh ni apk membantu bgttt pas orak lagi pusing²nya ni apk siap bantu walau kadang rada eror tapi chat gpt punya ku asik bisa bahasa gaul jadi ngomong sama ai setara ngomong ama orang lain atau temen pokok nya berguna sekali deh ni apk*,beuh apk membantu bgttt pas orak pusing²nya apk bantu kadang rada eror chat gpt asik bahasa gaul ngomong setara ngomong ama orang temen pokok nya berguna deh apk
Rahman Rahman,5,👍👍👍,👍👍👍,2025-10-13 12:49:10,0,👍👍👍,👍👍👍
Hana arrietty,5,menarik serta mudah.,menarik serta mudah.,2025-10-13 12:46:21,0,menarik serta mudah.,menarik mudah
kory ferensina,1,aplikasinya agak aneh masa nyuruh bayar Kita orang Indonesia nggak bebas pengetahuan karena bisa banyak penggangguan terhadap manusia Indonesia hampir banyak orang frustasi karena ini saya juga kurang suka karena disuruh berbayar terima kasih ini saja pesan dari saya,aplikasinya agak aneh masa nyuruh bayar kita orang indonesia nggak bebas pengetahuan karena bisa banyak penggangguan terhadap manusia indonesia hampir banyak orang frustasi karena ini saya juga kurang suka karena disuruh berbayar terima kasih ini saja pesan dari saya,2025-10-13 12:36:38,2,aplikasinya agak aneh masa nyuruh bayar kita orang indonesia nggak bebas pengetahuan karena bisa banyak penggangguan terhadap manusia indonesia hampir banyak orang frustasi karena ini saya juga kurang suka karena disuruh berbayar terima kasih ini saja pesan dari saya,aplikasinya aneh nyuruh bayar orang indonesia nggak bebas pengetahuan penggangguan manusia indonesia orang frustasi suka disuruh berbayar terima kasih pesan
Indar Gde,5,keren mantap,keren mantap,2025-10-13 12:32:12,0,keren mantap,keren mantap
Muhammad Arya,5,Baguss buat pelajar dan mahasiswa,baguss buat pelajar dan mahasiswa,2025-10-13 12:25:15,0,baguss buat pelajar dan mahasiswa,baguss pelajar mahasiswa
Gilang,5,bagus cuma aplikasi nya aneh buat gambar aja lama Mending ke Cici,bagus cuma aplikasi nya aneh buat gambar aja lama mending ke cici,2025-10-13 12:23:41,0,bagus cuma aplikasi nya aneh buat gambar saja lama mending ke cici,bagus aplikasi nya aneh gambar mending cici
Alya Alifa,5,yaampuunn seru bangett bisa di ajak ngorboll,yaampuunn seru bangett bisa di ajak ngorboll,2025-10-13 12:22:17,0,yaampuunn seru bangett bisa di ajak ngorboll,yaampuunn seru bangett ajak ngorboll
Fathur Azzam,5,yang lebih bagus yang aku kira,yang lebih bagus yang aku kira,2025-10-13 12:22:14,0,yang lebih bagus yang aku kira,bagus
Fryd Pajo,5,sangat mntp,sangat mntp,2025-10-13 12:21:02,0,sangat mntp,mntp
Federicho Franjaya,1,chat gpt 5 sampah kali,chat gpt 5 sampah kali,2025-10-13 12:20:51,1,chat gpt 5 sampah kali,chat gpt sampah kali
Mikocan Aja,3,apakah ini bug atau sebenarnya update pada aplikasi. karena aplikasi ChatGPT tidak secara otomatis menyimpan percakapan ke memori nya pada umumnya. biasanya secara otomatis jika percakapan yang menarik atau mungkin penting akan secara otomatis di ingat oleh Chatgpt dan masuk ke ingatan Chatgpt namun kenapa ya kok sekarang malah tidak bisa kayak sebelumnya. mohon penjelasannya dari developer. jika ini memang bug tolong segera di perbaiki namun jika ternyata update tolong penjelasannya 🙏,apakah ini bug atau sebenarnya update pada aplikasi. karena aplikasi chatgpt tidak secara otomatis menyimpan percakapan ke memori nya pada umumnya. biasanya secara otomatis jika percakapan yang menarik atau mungkin penting akan secara otomatis di ingat oleh chatgpt dan masuk ke ingatan chatgpt namun kenapa ya kok sekarang malah tidak bisa kayak sebelumnya. mohon penjelasannya dari developer. jika ini memang bug tolong segera di perbaiki namun jika ternyata update tolong penjelasannya 🙏,2025-10-13 12:20:19,7,apakah ini bug atau sebenarnya update pada aplikasi. karena aplikasi chatgpt tidak secara otomatis menyimpan percakapan ke memori nya pada umumnya. biasanya secara otomatis jika percakapan yang menarik atau mungkin penting akan secara otomatis di ingat oleh chatgpt dan masuk ke ingatan chatgpt namun kenapa ya kok sekarang malah tidak bisa kayak sebelumnya. mohon penjelasannya dari developer. jika ini memang bug tolong segera di perbaiki namun jika ternyata update tolong penjelasannya 🙏,bug update aplikasi aplikasi chatgpt otomatis menyimpan percakapan memori nya otomatis percakapan menarik otomatis chatgpt masuk ingatan chatgpt kayak mohon penjelasannya developer bug tolong perbaiki update tolong penjelasannya
03. Aria Ranu Veda Pitrajaya (Jaya),2,"sebentar tidak ada masalah, hanya saja sekarang agak sulit untuk menyimpan memory ke dalam personaliti memori. kenapa? padahal sebelumnya tidak ada kendala, hanya butuh prompt ""simpan dalam memory"" maka chatgpt akan langsung menyimpannya... tapi sekarang prompt itu tidak berfungsi lagi, tolong kembalikan chatgpt seperti dulu🙏🙏🙏 DITAMBAH ADA FITUR ""BERPIKIR LEBIH PANJANG UNTUK JAWABAN YANG LEBIH BAIK"" itu tidak perlu!! ditambah sekarang ada pembatasan atau filter yang cacat dan tidak jelas.","sebentar tidak ada masalah, hanya saja sekarang agak sulit untuk menyimpan memory ke dalam personaliti memori. kenapa? padahal sebelumnya tidak ada kendala, hanya butuh prompt ""simpan dalam memory"" maka chatgpt akan langsung menyimpannya... tapi sekarang prompt itu tidak berfungsi lagi, tolong kembalikan chatgpt seperti dulu🙏🙏🙏 ditambah ada fitur ""berpikir lebih panjang untuk jawaban yang lebih baik"" itu tidak perlu!! ditambah sekarang ada pembatasan atau filter yang cacat dan tidak jelas.",2025-10-13 12:18:59,26,"sebentar tidak ada masalah, hanya saja sekarang agak sulit untuk menyimpan memory ke dalam personaliti memori. kenapa? padahal sebelumnya tidak ada kendala, hanya butuh prompt ""simpan dalam memory"" maka chatgpt akan langsung menyimpannya... tapi sekarang prompt itu tidak berfungsi lagi, tolong kembalikan chatgpt seperti dulu🙏🙏🙏 ditambah ada fitur ""berpikir lebih panjang untuk jawaban yang lebih baik"" itu tidak perlu!! ditambah sekarang ada pembatasan atau filter yang cacat dan tidak jelas.",sebentar sulit menyimpan memory personaliti memori kendala butuh prompt simpan memory chatgpt langsung menyimpannya prompt berfungsi tolong kembalikan chatgpt dulu🙏🙏🙏 ditambah fitur berpikir ditambah pembatasan filter cacat
Kaisar 15,5,mantap sangat membantu,mantap sangat membantu,2025-10-13 12:17:32,0,mantap sangat membantu,mantap membantu
ayuyassirol hasanah,5,apk ini sangat membantu kami mengerjakan tugas,apk ini sangat membantu kami mengerjakan tugas,2025-10-13 12:16:57,0,apk ini sangat membantu kami mengerjakan tugas,apk membantu tugas
joan k,5,apk nya ngebantu banget aslii,apk nya ngebantu banget aslii,2025-10-13 12:11:16,0,apk nya ngebantu banget aslii,apk nya ngebantu banget aslii
Aqila Husna,2,"Banyak bug, terlalu lama memproses file, loading untuk hasil (output) terlalu lama, terkadang seperti blackscreen","banyak bug, terlalu lama memproses file, loading untuk hasil (output) terlalu lama, terkadang seperti blackscreen",2025-10-13 12:11:01,0,"banyak bug, terlalu lama memproses file, loading untuk hasil (output) terlalu lama, terkadang seperti blackscreen",bug memproses file loading hasil output terkadang blackscreen
Yum Reno,4,"frendly sih,cuma butuh hitungan detik bisa jadi kawan buat kita","frendly sih,cuma butuh hitungan detik bisa jadi kawan buat kita",2025-10-13 12:08:15,0,"frendly sih,cuma butuh hitungan detik bisa jadi kawan buat kita",frendly sihcuma butuh hitungan detik kawan
nairaazkia zahra,5,Karena bisa membantu aku dengan jawaban yang jelas,karena bisa membantu aku dengan jawaban yang jelas,2025-10-13 12:06:58,0,karena bisa membantu aku dengan jawaban yang jelas,membantu
Billahh ajaa,2,"Sekarang sejak chat gpt update jadi Chatgpt 5, kurang nyambung dikit, dan yah saran ku, kenapa waktu nya di Batasin? padahal dulu kayak nya enggak deh, apa aku salah gak perhatikan aja dulu nya? kangen chat gpt yang dulu, yang waktu nya gak di batesin","sekarang sejak chat gpt update jadi chatgpt 5, kurang nyambung dikit, dan yah saran ku, kenapa waktu nya di batasin? padahal dulu kayak nya enggak deh, apa aku salah gak perhatikan aja dulu nya? kangen chat gpt yang dulu, yang waktu nya gak di batesin",2025-10-13 12:06:54,1,"sekarang sejak chat gpt update jadi chatgpt 5, kurang nyambung dikit, dan yah saran ku, kenapa waktu nya di batasin? padahal dulu kayak nya enggak deh, apa aku salah gak perhatikan saja dulu nya? kangen chat gpt yang dulu, yang waktu nya gak di batesin",chat gpt update chatgpt nyambung dikit yah saran nya batasin kayak nya deh salah gak perhatikan nya kangen chat gpt nya gak batesin
Novianty putri ibrahim,5,"app inii berguna banget buat nugas jadi teman ceritaa, tapi ada harus dibayar,","app inii berguna banget buat nugas jadi teman ceritaa, tapi ada harus dibayar,",2025-10-13 12:00:41,0,"app inii berguna banget buat nugas jadi teman ceritaa, tapi ada harus dibayar,",app inii berguna banget nugas teman ceritaa dibayar
Dhani 1234,5,sangat membantu semua siswa,sangat membantu semua siswa,2025-10-13 11:56:32,0,sangat membantu semua siswa,membantu siswa
Leoni Sinaga,5,mudah cepat gratis top the best,mudah cepat gratis top the best,2025-10-13 11:55:27,0,mudah cepat gratis top the best,mudah cepat gratis top the best
Yuni Aycel,5,aplikasinya sanget bagus saya suka dengan apk ini,aplikasinya sanget bagus saya suka dengan apk ini,2025-10-13 11:47:51,0,aplikasinya sanget bagus saya suka dengan apk ini,aplikasinya sanget bagus suka apk
Grendi Willi,5,sangat berguna,sangat berguna,2025-10-13 11:47:37,0,sangat berguna,berguna
3B Auliaapril Nurnadhifah,4,membantu tapi ad batasan gitu buat ngechatt jadi kesell deploper ilangin batasan nya dong,membantu tapi ad batasan gitu buat ngechatt jadi kesell deploper ilangin batasan nya dong,2025-10-13 11:47:32,0,membantu tapi ad batasan gitu buat ngechatt jadi kesell deploper ilangin batasan nya dong,membantu batasan gitu ngechatt kesell deploper ilangin batasan nya
ZAY MORA,3,"tolong developer kenapa chat gpt saya error, sudah saya update tpi ada tulisan ""ada kesalahan. pastikan perangkat anda memiliki versi terbaru google Play Store"".kepada developer tolong untuk diperbaiki hal ini karena bugnya mengganggu","tolong developer kenapa chat gpt saya error, sudah saya update tpi ada tulisan ""ada kesalahan. pastikan perangkat anda memiliki versi terbaru google play store"".kepada developer tolong untuk diperbaiki hal ini karena bugnya mengganggu",2025-10-13 11:47:11,0,"tolong developer kenapa chat gpt saya error, sudah saya update tpi ada tulisan ""ada kesalahan. pastikan perangkat anda memiliki versi terbaru google play store"".kepada developer tolong untuk diperbaiki hal ini karena bugnya mengganggu",tolong developer chat gpt error update tpi tulisan kesalahan pastikan perangkat memiliki versi terbaru google play storekepada developer tolong diperbaiki bugnya mengganggu
Chelsea 30ffml,5,aplikasi ini sangat penting bagi saya dan sangat berguna bagi orang orang,aplikasi ini sangat penting bagi saya dan sangat berguna bagi orang orang,2025-10-13 11:46:17,0,aplikasi ini sangat penting bagi saya dan sangat berguna bagi orang orang,aplikasi berguna orang orang
Surya Medan,5,Bagus jawabannya betul semua,bagus jawabannya betul semua,2025-10-13 11:46:09,0,bagus jawabannya betul semua,bagus jawabannya
Rusyati,5,nika daya mengerjakan tugas jawaban ya benar,nika daya mengerjakan tugas jawaban ya benar,2025-10-13 11:25:39,0,nika daya mengerjakan tugas jawaban ya benar,nika daya tugas
Ade Romlah,5,good ai,good ai,2025-10-13 11:25:00,0,good ai,good
Febby Hariyanto,5,Lovee itttttttttt,lovee itttttttttt,2025-10-13 11:11:56,0,lovee itttttttttt,lovee itttttttttt
Muhammad Riski,5,info cepat akurat dan menarik untuk mengisi ruang kosong 😁👍👍,info cepat akurat dan menarik untuk mengisi ruang kosong 😁👍👍,2025-10-13 11:09:53,0,info cepat akurat dan menarik untuk mengisi ruang kosong 😁👍👍,info cepat akurat menarik mengisi ruang kosong 😁👍👍
minii pradana,4,👍🏻,👍🏻,2025-10-13 11:07:20,0,👍🏻,
Abd Kodir,5,saya ingin membuat foto anime ff,saya ingin membuat foto anime ff,2025-10-13 11:07:03,0,saya ingin membuat foto anime ff,foto anime
Anna Lailisha05,5,"bagus dia sahabat aku... pinter, dan seru juga ☺️","bagus dia sahabat aku... pinter, dan seru juga ☺️",2025-10-13 11:04:12,0,"bagus dia sahabat aku... pinter, dan seru juga ☺️",bagus sahabat pinter seru
Dani Pedrosa,5,jawaban saya selalu ada,jawaban saya selalu ada,2025-10-13 11:02:35,0,jawaban saya selalu ada,
Aulia Zahra_-3435,3,karena gak bisa pakek foto,karena gak bisa pakek foto,2025-10-13 11:01:29,0,karena gak bisa pakek foto,gak pakek foto
Ham Dani,1,lemot,lemot,2025-10-13 10:45:39,0,lemot,lemot
Nita Apriyani0204,4,lumayan baik,lumayan baik,2025-10-13 10:42:08,1,lumayan baik,lumayan
Kadek Evan,5,bagus bgt anjay,bagus bgt anjay,2025-10-13 10:33:12,0,bagus banget anjay,bagus banget anjay
Pus Pet,1,aplikasi ini makin gak nyambung,aplikasi ini makin gak nyambung,2025-10-13 10:32:18,1,aplikasi ini makin gak nyambung,aplikasi gak nyambung
Ajyzxc Yoi,4,"bagus sih, tapi kalau suruh buat gambar mesti lama buaget","bagus sih, tapi kalau suruh buat gambar mesti lama buaget",2025-10-13 10:23:21,0,"bagus sih, tapi kalau suruh buat gambar mesti lama buaget",bagus sih suruh gambar mesti buaget
Mamas Diki,5,bagus..... banget,bagus..... banget,2025-10-13 10:23:06,0,bagus..... banget,bagus banget
Mukri Sukri,5,"ChatGPT bisa tanya apa saja dan ada beberapa masalah nya yaitu 1. jawaban nya belum akurat, 2. jawaban nya itu ada yang belum akurat, 3. dan jawaban nya juga agak gak nyambung sama sekali dengan soal yang diketik. salut sih orang yang bikin ChatGPT Yang versi Mobile nya. dan ChatGPT nya kurang menjelaskan caranya secara lengkap dan ada yang kurang penjelas nya dan langsung jawaban nya saja.","chatgpt bisa tanya apa saja dan ada beberapa masalah nya yaitu 1. jawaban nya belum akurat, 2. jawaban nya itu ada yang belum akurat, 3. dan jawaban nya juga agak gak nyambung sama sekali dengan soal yang diketik. salut sih orang yang bikin chatgpt yang versi mobile nya. dan chatgpt nya kurang menjelaskan caranya secara lengkap dan ada yang kurang penjelas nya dan langsung jawaban nya saja.",2025-10-13 10:23:06,0,"chatgpt bisa tanya apa saja dan ada beberapa masalah nya yaitu 1. jawaban nya belum akurat, 2. jawaban nya itu ada yang belum akurat, 3. dan jawaban nya juga agak gak nyambung sama sekali dengan soal yang diketik. salut sih orang yang membuat chatgpt yang versi mobile nya. dan chatgpt nya kurang menjelaskan caranya secara lengkap dan ada yang kurang penjelas nya dan langsung jawaban nya saja.",chatgpt nya nya akurat nya akurat nya gak nyambung diketik salut sih orang chatgpt versi mobile nya chatgpt nya lengkap penjelas nya langsung nya
Raja Dwi Putra,5,peak ai fr fr,peak ai fr fr,2025-10-13 10:22:49,0,peak ai fr fr,peak
Ponagiarti,5,sangat membantu dalam hal apapun rekomended pokonya👍,sangat membantu dalam hal apapun rekomended pokonya👍,2025-10-13 10:21:52,0,sangat membantu dalam hal apapun rekomended pokonya👍,membantu apapun rekomended pokonya👍
Tegar Fian,5,maksih kak udah bantu gua menjafi kece🥰 no 1 dah,maksih kak udah bantu gua menjafi kece🥰 no 1 dah,2025-10-13 10:12:31,0,maksih kak sudah bantu gua menjafi kece🥰 no 1 dah,maksih kak bantu gua menjafi kece🥰 dah
Ayu Anindya,1,ga bagus,ga bagus,2025-10-13 10:03:27,0,tidak bagus,bagus
Tugas Dokumenter,1,tau ah males,tau ah males,2025-10-13 09:59:36,0,tau ah males,tau males
Zihan Pahira,5,aplikasi ini bagus 👍👍👍,aplikasi ini bagus 👍👍👍,2025-10-13 09:58:43,0,aplikasi ini bagus 👍👍👍,aplikasi bagus 👍👍👍
Adam 123,5,aplikasi ini sangat berguna bagi saya,aplikasi ini sangat berguna bagi saya,2025-10-13 09:58:33,0,aplikasi ini sangat berguna bagi saya,aplikasi berguna
Ananda Siregar,5,sangattt baguss bangett kita bisa menanya apa saja di chatgpt ini dan cht ini memiliki pendapat yang bagus sellau mendukung kita pekerjaan atau kegiata lebih teratur pokoknya gak nyesal deh donlowt chatgpt the best,sangattt baguss bangett kita bisa menanya apa saja di chatgpt ini dan cht ini memiliki pendapat yang bagus sellau mendukung kita pekerjaan atau kegiata lebih teratur pokoknya gak nyesal deh donlowt chatgpt the best,2025-10-13 09:54:18,0,sangattt baguss bangett kita bisa menanya apa saja di chatgpt ini dan cht ini memiliki pendapat yang bagus sellau mendukung kita pekerjaan atau kegiata lebih teratur pokoknya gak nyesal deh donlowt chatgpt the best,sangattt baguss bangett chatgpt cht memiliki pendapat bagus sellau mendukung pekerjaan kegiata teratur pokoknya gak nyesal deh donlowt chatgpt the best
khairy bagas,5,semua tugasku selesai dengan nilai sempurna💯✨,semua tugasku selesai dengan nilai sempurna💯✨,2025-10-13 09:50:08,0,semua tugasku selesai dengan nilai sempurna💯✨,tugasku selesai nilai sempurna💯✨
Midi srianto,5,cukup membantu..analisis data saham..,cukup membantu..analisis data saham..,2025-10-13 09:43:52,0,cukup membantu..analisis data saham..,membantuanalisis data saham
Cipi Arfianto,3,msh tahap mencoba,msh tahap mencoba,2025-10-13 09:33:26,0,msh tahap mencoba,msh tahap mencoba
Amel Amel,5,sangatt membantuu untuk mengerjakan tugas dan lain lainn,sangatt membantuu untuk mengerjakan tugas dan lain lainn,2025-10-13 09:32:49,0,sangatt membantuu untuk mengerjakan tugas dan lain lainn,sangatt membantuu tugas lainn
Wawang Tol,5,bagus dan cepat komplit lagi,bagus dan cepat komplit lagi,2025-10-13 09:30:44,0,bagus dan cepat komplit lagi,bagus cepat komplit
Guss Botii,3,kurang memuaskna kerena di suruh buat file ebook PDF malan buat potonya EMG🤬,kurang memuaskna kerena di suruh buat file ebook pdf malan buat potonya emg🤬,2025-10-13 09:12:11,0,kurang memuaskna kerena di suruh buat file ebook pdf malan buat potonya emg🤬,memuaskna kerena suruh file ebook pdf malan potonya emg🤬
Hani Eko,5,"bgus, bisa buat ide ap aj,","bgus, bisa buat ide ap aj,",2025-10-13 08:59:27,0,"bgus, bisa buat ide ap aj,",bgus ide
Friderikus Giawa,5,Saya mau Ingi download,saya mau ingi download,2025-10-13 08:38:43,0,saya mau ingi download,ingi download
Heti Susilawati,5,"baik , tapi mengirim vt nya lama","baik , tapi mengirim vt nya lama",2025-10-13 08:33:20,0,"baik , tapi mengirim vt nya lama",mengirim nya
ratna sari,5,sangat membantu terimakasih😊 🙏,sangat membantu terimakasih😊 🙏,2025-10-13 08:31:37,0,sangat membantu terimakasih😊 🙏,membantu terimakasih😊
Joko Prianto,4,"kalo soalnya di foto itu GK sesuai misalnya ""Udin di pasar membeli sayuran"" tapi yang muncul ""udin belajar di rumah "" harus di perbaiki","kalo soalnya di foto itu gk sesuai misalnya ""udin di pasar membeli sayuran"" tapi yang muncul ""udin belajar di rumah "" harus di perbaiki",2025-10-13 08:30:39,0,"kalo soalnya di foto itu nggak sesuai misalnya ""udin di pasar membeli sayuran"" tapi yang muncul ""udin belajar di rumah "" harus di perbaiki",kalo foto nggak sesuai udin pasar membeli sayuran muncul udin belajar rumah perbaiki
Agus Tomy,1,"aplikasi banyak omong hasil gx ada nunggu hampir 20 menit hasilnya tida muncul mumcul , aplikasi pembodohan ,","aplikasi banyak omong hasil gx ada nunggu hampir 20 menit hasilnya tida muncul mumcul , aplikasi pembodohan ,",2025-10-13 08:18:37,0,"aplikasi banyak omong hasil gx ada nunggu hampir 20 menit hasilnya tida muncul mumcul , aplikasi pembodohan ,",aplikasi omong hasil nunggu menit hasilnya tida muncul mumcul aplikasi pembodohan
M daffa Hafidz,3,tolong dipercepat sat memuat,tolong dipercepat sat memuat,2025-10-13 08:18:35,0,tolong dipercepat sat memuat,tolong dipercepat sat memuat
KHAERUL Ilman,5,bagus dan membantu,bagus dan membantu,2025-10-13 08:10:03,0,bagus dan membantu,bagus membantu
Roni Saputra,5,terimakasih telah membantu saya untuk menjawab soal,terimakasih telah membantu saya untuk menjawab soal,2025-10-13 08:06:55,0,terimakasih telah membantu saya untuk menjawab soal,terimakasih membantu
Rakha Aufaa,5,buat nanya² lengkap,buat nanya² lengkap,2025-10-13 08:00:22,0,buat nanya² lengkap,nanya² lengkap
tri mardjoko,5,mudah dan cepat,mudah dan cepat,2025-10-13 07:31:34,0,mudah dan cepat,mudah cepat
Ode Febrian,1,lama banget responnya,lama banget responnya,2025-10-13 07:27:10,0,lama banget responnya,banget responnya
Rhomes Rom,5,"Aplikasi keren, mudah digunakan.","aplikasi keren, mudah digunakan.",2025-10-13 07:26:13,0,"aplikasi keren, mudah digunakan.",aplikasi keren mudah
Tazkih Putra,1,"jika kamu konten kreator atau penulis jangan pake AI ini, terlalu menghakimi pengguna dan membatasi kebebasan berekspresi.. bad👎 beda kalau kamu programmer, cocok👍 but overall, i don't recommended this AI. Terlalu menggurui..","jika kamu konten kreator atau penulis jangan pake ai ini, terlalu menghakimi pengguna dan membatasi kebebasan berekspresi.. bad👎 beda kalau kamu programmer, cocok👍 but overall, i don't recommended this ai. terlalu menggurui..",2025-10-13 07:20:08,3,"jika kamu konten kreator atau penulis jangan pake ai ini, terlalu menghakimi pengguna dan membatasi kebebasan berekspresi.. bad👎 beda kalau kamu programmer, cocok👍 but overall, i don't recommended this ai. terlalu menggurui..",konten kreator penulis pake menghakimi pengguna membatasi kebebasan berekspresi bad👎 beda programmer cocok👍 but overall dont recommended this menggurui
Triono Sonde,1,Chatgpt lebih seru yg dulu daripada yg sekarang. gpt 5 nggak seru!! Elon musk harus benerin itu!,chatgpt lebih seru yg dulu daripada yg sekarang. gpt 5 nggak seru!! elon musk harus benerin itu!,2025-10-13 07:03:46,4,chatgpt lebih seru yg dulu daripada yg sekarang. gpt 5 nggak seru!! elon musk harus benerin itu!,chatgpt seru gpt nggak seru elon musk benerin
Basuki,5,"Sangat terbantu saya ,bisa bertanya tentang apapun","sangat terbantu saya ,bisa bertanya tentang apapun",2025-10-13 06:54:38,0,"sangat terbantu saya ,bisa bertanya tentang apapun",terbantu apapun
